   0.0000000e+00   1.0000000e+00   0.0000000e+00
   1.2822827e-01   9.9179001e-01   1.2787716e-01
   2.5645654e-01   9.6729486e-01   2.5365458e-01
   3.8468481e-01   9.2691676e-01   3.7526700e-01
   5.1291309e-01   8.7131870e-01   4.9071755e-01
   6.4114136e-01   8.0141362e-01   5.9811053e-01
   7.6936963e-01   7.1834935e-01   6.9568255e-01
   8.9759790e-01   6.2348980e-01   7.8183148e-01
   1.0258262e+00   5.1839257e-01   8.5514276e-01
   1.1540544e+00   4.0478334e-01   9.1441262e-01
   1.2822827e+00   2.8452759e-01   9.5866785e-01
   1.4105110e+00   1.5959990e-01   9.8718178e-01
   1.5387393e+00   3.2051578e-02   9.9948622e-01
   1.6669675e+00  -9.6023026e-02   9.9537911e-01
   1.7951958e+00  -2.2252093e-01   9.7492791e-01
   1.9234241e+00  -3.4536505e-01   9.3846842e-01
   2.0516523e+00  -4.6253829e-01   8.8659931e-01
   2.1798806e+00  -5.7211666e-01   8.2017225e-01
   2.3081089e+00  -6.7230089e-01   7.4027800e-01
   2.4363372e+00  -7.6144596e-01   6.4822840e-01
   2.5645654e+00  -8.3808810e-01   5.4553490e-01
   2.6927937e+00  -9.0096887e-01   4.3388374e-01
   2.8210220e+00  -9.4905575e-01   3.1510822e-01
   2.9492502e+00  -9.8155916e-01   1.9115863e-01
   3.0774785e+00  -9.9794539e-01   6.4070220e-02
   3.2057068e+00  -9.9794539e-01  -6.4070220e-02
   3.3339351e+00  -9.8155916e-01  -1.9115863e-01
   3.4621633e+00  -9.4905575e-01  -3.1510822e-01
   3.5903916e+00  -9.0096887e-01  -4.3388374e-01
   3.7186199e+00  -8.3808810e-01  -5.4553490e-01
   3.8468481e+00  -7.6144596e-01  -6.4822840e-01
   3.9750764e+00  -6.7230089e-01  -7.4027800e-01
   4.1033047e+00  -5.7211666e-01  -8.2017225e-01
   4.2315330e+00  -4.6253829e-01  -8.8659931e-01
   4.3597612e+00  -3.4536505e-01  -9.3846842e-01
   4.4879895e+00  -2.2252093e-01  -9.7492791e-01
   4.6162178e+00  -9.6023026e-02  -9.9537911e-01
   4.7444460e+00   3.2051578e-02  -9.9948622e-01
   4.8726743e+00   1.5959990e-01  -9.8718178e-01
   5.0009026e+00   2.8452759e-01  -9.5866785e-01
   5.1291309e+00   4.0478334e-01  -9.1441262e-01
   5.2573591e+00   5.1839257e-01  -8.5514276e-01
   5.3855874e+00   6.2348980e-01  -7.8183148e-01
   5.5138157e+00   7.1834935e-01  -6.9568255e-01
   5.6420439e+00   8.0141362e-01  -5.9811053e-01
   5.7702722e+00   8.7131870e-01  -4.9071755e-01
   5.8985005e+00   9.2691676e-01  -3.7526700e-01
   6.0267288e+00   9.6729486e-01  -2.5365458e-01
   6.1549570e+00   9.9179001e-01  -1.2787716e-01
   6.2831853e+00   1.0000000e+00  -2.4492936e-16
